age,workclass,education,'marital status',race,sex,'Native Region',result
21,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
27,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
17,' No Income',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
41,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
20,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
60,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
56,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' pre-HS',' Never-married',' Black',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
60,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
52,' Private',' College',' Married',' Black',' Male',' US and Canada',' >50K'
34,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
17,' ?',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
20,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
43,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Married',' Black',' Female',' US and Canada',' >50K'
55,' Private',' College',' Seperated or Widowed',' White',' Female',' Europe',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
19,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
31,' ?',' College',' Married',' White',' Female',' Latin / South America',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
30,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
67,' ?',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' ?',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
51,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
48,' ?',' College',' Married',' White',' Male',' ?',' >50K'
19,' ?',' College',' Never-married',' Other',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
64,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
55,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' Asian-Pac-Islander',' Female',' Asia',' <=50K'
45,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
69,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
49,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
49,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
72,' ?',' pre-HS',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
19,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
43,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
47,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
24,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
34,' No Income',' Higher Education',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
33,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
45,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
27,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
28,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' Amer-Asian-Eskimo',' Male',' US and Canada',' >50K'
59,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
30,' Government',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' Higher Education',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
54,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
66,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
54,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' ?',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
30,' Private',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' Government',' College',' Seperated or Widowed',' Black',' Female',' ?',' <=50K'
26,' Government',' College',' Never-married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
41,' Government',' College',' Married',' Amer-Asian-Eskimo',' Female',' US and Canada',' >50K'
52,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
56,' Private',' pre-HS',' Never-married',' Black',' Female',' US and Canada',' <=50K'
51,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
45,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
18,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
62,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
47,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
81,' Private',' pre-HS',' Married',' White',' Female',' US and Canada',' <=50K'
21,' ?',' College',' Married',' Black',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
81,' ?',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
65,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' Government',' Higher Education',' Never-married',' White',' Male',' US and Canada',' >50K'
33,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' >50K'
43,' No Income',' College',' Married',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' pre-HS',' Married',' Black',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
22,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
27,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
52,' Government',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
35,' Private',' Higher Education',' Never-married',' White',' Male',' ?',' >50K'
28,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Government',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
41,' Private',' pre-HS',' Married',' White',' Male',' ?',' <=50K'
55,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
36,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
21,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
48,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
48,' No Income',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
75,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
46,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' >50K'
29,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
62,' ?',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Asian-Pac-Islander',' Female',' Asia',' <=50K'
31,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
60,' ?',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
34,' Government',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
66,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
41,' No Income',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Female',' ?',' <=50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
24,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
27,' Government',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
59,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
45,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
74,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
63,' No Income',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
18,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
43,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
67,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
55,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
41,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
28,' Private',' Higher Education',' Never-married',' Black',' Female',' US and Canada',' <=50K'
24,' Government',' pre-HS',' Never-married',' Black',' Male',' Latin / South America',' <=50K'
39,' Private',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' >50K'
40,' No Income',' Higher Education',' Never-married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
24,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
34,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Male',' Latin / South America',' <=50K'
52,' Private',' College',' Married',' White',' Male',' ?',' <=50K'
55,' Government',' Higher Education',' Never-married',' White',' Female',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
47,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
53,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' Higher Education',' Married',' White',' Female',' US and Canada',' >50K'
35,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' ?',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
33,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
34,' ?',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
25,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
48,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' Asian-Pac-Islander',' Female',' Europe',' <=50K'
39,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Never-married',' White',' Male',' Europe',' <=50K'
44,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
48,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
22,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
54,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
39,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
66,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
59,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
51,' ?',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
59,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
33,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
26,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
55,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
43,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
18,' ?',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
41,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
60,' Government',' College',' Married',' Amer-Asian-Eskimo',' Male',' US and Canada',' >50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
36,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
39,' Private',' pre-HS',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
68,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' Private',' Higher Education',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
33,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
40,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
60,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
64,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
49,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
46,' Private',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' Asia',' >50K'
61,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
17,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
53,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
39,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
34,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
56,' Government',' Higher Education',' Married',' Black',' Male',' US and Canada',' >50K'
39,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
48,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
54,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
52,' Private',' pre-HS',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
36,' No Income',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
48,' No Income',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
51,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' >50K'
50,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
54,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
19,' Private',' College',' Married',' Black',' Female',' US and Canada',' <=50K'
46,' Private',' College',' Married',' Black',' Male',' US and Canada',' >50K'
25,' Government',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
28,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
48,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
65,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Government',' College',' Never-married',' White',' Female',' US and Canada',' >50K'
40,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
18,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
65,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
47,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
30,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
50,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
71,' No Income',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
54,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
34,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
34,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
21,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
50,' No Income',' College',' Married',' White',' Female',' ?',' <=50K'
23,' Private',' pre-HS',' Never-married',' White',' Male',' Latin / South America',' <=50K'
26,' Private',' pre-HS',' Never-married',' Black',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
57,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
50,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Female',' US and Canada',' >50K'
76,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
